Secuencia,Nombre común,Diámetro (cm),Altura total (m),Altura comercial (m),Volumen comercial (m3),Valor comercial aproximado (CRC)
I0613,guachipelín,47.5,10,4,0,12829.68
I0614,laurel,15.3,10,,0,0
I0615,laurel,18.5,12,3,0,1649.35
I0616,guácimo,17.9,2,2,0,501.03
I0617,guácimo,20,2,2,0,625.49
I0618,laurel,31.3,8,4,0,6295.00
I0619,gavilancillo,18,10,,0,0
I0620,gavilancillo,16,10,,0,0
I0621,laurel,18.2,11,3,0,1596.29
I0622,laurel,29.8,12,6,0,8559.15
I0623,laurel,32.4,12,6,0,10117.85
I0624,guácimo,28.7,8,,0,0
I0625,laurel,21.1,10,4,0,2860.70
I0626,corteza amarilla,16.5,8,2,0,1548.09
I0627,laurel,18,11,2,0,1040.93
I0628,laurel,19.5,11,2,0,1221.65
I0629,guácimo,28.2,5,2,0,1243.54
I0630,guarumo,24.9,12,3,0,0
I0631,guarumo,19.5,12,,0,0
I0632,garrapatillo,44.2,12,8,1,0
I0633,caoba,62.5,15,5,1,66080.82
I0634,alcornoque,87.3,16,10,2.9929,108342.02
I0635,garrapatillo,38.4,10,2,0,0
I0636,jobo,22.8,10,5,0,2401.72
I0637,guarumo,22.5,13,2,0,0
I0638,laurel,55.5,9,5,1,24740.18
I0639,guarumo,18.6,11,4,0,0
I0640,cenízaro,115.7,20,5,2.6284,174123.05
I0641,guarumo,21.3,10,2,0,0
I0642,guarumo,21.5,12,,0,0
I0643,jobo,20.5,10,4,0,1553.28
I0644,jobo,18.5,10,,0,0
I0645,laurel,36,12,7,0,14573.03
I0646,laurel,16.3,7,,0,0
I0647,garrapatillo,15,8,,0,0
I0648,guanacaste blanco,60.5,20,8,1.1499,84085.39
I0649,jobo,16,10,2,0,473.10
I0650,cenízaro,62.4,12,4,1,40518.07
I0651,jobo,33,12,6,0,6037.55
I0652,jobo,23.5,10,3,0,1530.87
I0653,jobo,37.2,10,5,0,6393.49
I0654,jobo,19,8,,0,0
I0655,jobo,33,12,6,0,6037.55
I0656,pavillo,16.2,5,,0,0
I0657,cedro amargo,69.3,15,7,1.3202,115172.82
I0658,jobo,26,12,5,0,3123.19
I0659,jobo,15.2,10,,0,0
I0660,jobo,16.2,10,2,0,485.00
I0661,saíno,38.5,7,,0,0
I0662,cenízaro,32,12,5,0,13319.55
I0663,ron ron,18,11,3,0,3288.60
I0664,jobo,54.3,12,6,1,16346.80
I0665,tabaquillo,21.2,12,2,0,0
I0666,pavillo,15,8,,0,0
I0667,tabaquillo,17.4,10,,0,0
I0668,tabaquillo,17.5,10,,0,0
I0669,tabaquillo,15.2,9,,0,0
I0670,tabaquillo,20.4,10,2,0,0
I0671,guácimo,18.7,10,,0,0
I0672,guayaquil,25.5,10,3,0,2052.12
I0673,guayaquil,29.5,8,2,0,1830.94
I0674,jobo,82,15,5,1.3203,31065.58
I0675,tabaquillo,18.3,10,,0,0
I0676,cenízaro,38,17,3,0,11269.59
I0677,cenízaro,29.5,17,2,0,4527.87
I0678,saíno,16.5,6,,0,0
I0679,guanacaste,59.8,17,4,1,41075.44
I0680,guanacaste,70.8,17,5,1,71970.80
I0681,guanacaste,63.2,17,2,0,22939.50
I0682,laurel,26.3,12,7,0,7777.79
I0683,laurel,18.7,10,2,0,1123.47
I0684,guarumo,17,8,,0,0
I0685,guácimo,22.5,9,3,0,1187.46
I0686,guaba,29,8,2,0,0
I0687,tabaquillo,28,10,4,0,0
I0688,laurel muñeco,15,8,,0,0
I0689,ojoche,15.3,8,,0,0
I0690,laurel,23.4,7,2,0,1759.17
I0691,laurel,20,12,4,0,2570.20
I0692,guácimo,48.8,8,2,0,3723.92
I0693,jobo,29,12,5,0,3885.51
I0694,fruta de pava,21.2,11,2,0,0
I0695,sietecueros-pavillo,24.2,9,4,0,2664.09
I0696,guácimo,32.8,8,3,0,2523.48
I0697,guácimo,21.8,7,2,0,743.15
I0698,guachipelín,15,6,,0,0
I0699,guarumo,28,12,,0,0
I0700,capulín,18.2,7,,0,0
I0701,laurel,15,7,,0,0
I0702,guácimo,28.2,7,1.5,0,932.65
I0703,laurel,17,7,,0,0
I0704,jobo,19.2,6,,0,0
I0705,indio pelado,18.8,10,5,0,0
I0706,guácimo,16,6,,0,0
I0707,guácimo,34.8,6,1.5,0,1420.30
I0708,guácimo,37.7,8,3,0,3333.77
I0709,guácimo,37.2,7,1.5,0,1622.96
I0710,guácimo,33.5,7,2,0,1754.89
I0711,guanacaste,20.5,10,2,0,2413.56
I0712,poró poró,20,12,2,0,0
I0713,jobo,28.3,10,2,0,1480.08
I0714,laurel,25.5,12,5,0,5222.73
I0715,laurel,25.2,11,3,0,3060.34
I0716,guarumo,25.7,15,3,0,0
I0717,jocote,23,8,3,0,0
I0718,cenízaro,77.5,16,8,1.8869,125000.84
I0719,carao espinoso,42.6,6,,0,0
I0720,jobo,20,10,2,0,739.22
I0721,guácimo,44.5,8,2,0,3096.57
I0722,guanacaste blanco,15.6,8,,0,0
I0723,jobo,37,12,6,0,7589.91
I0724,guácimo,26.5,8,2,0,1098.13
I0725,guácimo,20.3,8,3,0,966.59
I0726,jobo,33.6,12,5,0,5215.91
I0727,jaboncillo,28.3,10,3,0,0
I0728,guácimo,17.8,9,2,0,495.45
I0729,laurel,25.2,12,5,0,5100.56
I0730,sietecueros-pavillo,22.2,8,3,0,1681.46
I0731,guácimo,44.6,8,2,0,3110.50
I0732,jobo,61.8,12,6,1,21174.35
I0733,indio pelado,24.4,10,3,0,0
I0734,guachipelín,19.2,8,,0,0
I0735,guachipelín,17.5,8,,0,0
I0736,guayaquil,21.8,10,,0,0
I0737,guayaquil,16.2,10,,0,0
I0738,guanacaste,20.5,12,2,0,2413.56
I0739,guanacaste,23.5,12,2,0,3171.65
I0740,guácimo,15.3,7,,0,0
I0741,guácimo,15.5,8,,0,0
I0742,jocote,18.4,9,,0,0
I0743,jocote,18,9,,0,0
I0744,laurel muñeco,62.2,12,4,1,24859.23
I0745,guácimo,17,5,,0,0
I0746,pochote,89,10,5,1.5553,45041.05
I0747,guácimo,15.8,7,,0,0
I0748,guácimo,21,7,,0,0
I0749,laurel,15.2,6,,0,0
I0750,guachipelín,18,7,,0,0
I0751,guácimo,26,8,3,0,1585.62
I0752,jocote,16.5,6,,0,0
I0753,guácimo,20.2,7,,0,0
I0754,jobo,39.2,12,6,0,8519.33
I0755,indio pelado,16.3,10,,0,0
I0756,guácimo,33,10,3,0,2554.35
I0757,guácimo,17.3,10,,0,0
I0758,jobo,38,12,6,0,8005.72
I0759,jobo,40,12,6,0,8870.60
I0760,cenízaro,120.3,17,8,4.5465,301190.17
I0761,garrapatillo,25.2,9,4,0,0
I0762,pochote,30,12,4,0,4094.12
I0763,panama,51.2,15,4,0,9689.06
I0764,guácimo,15.5,6,,0,0
I0765,guácimo,18.3,6,,0,0
I0766,indio pelado,27.5,9,3,0,0
I0767,tabaquillo,26.3,10,,0,0
I0768,tabaquillo,18.2,10,,0,0
I0769,indio pelado,18,6,,0,0
I0770,indio pelado,21,7,2,0,0
I0771,indio pelado,17.7,5,1.5,0,0
I0772,indio pelado,15.3,6,,0,0
I0773,indio pelado,22.5,7,2,0,0
I0774,pavillo,17,8,,0,0
I0775,jobo,20.5,9,2,0,776.64
I0776,garrapatillo,26.2,8,2,0,0
I0777,laurel,20.2,10,2,0,1310.93
I0778,pavillo,15.5,8,,0,0
I0779,tabaquillo,27.5,9,3,0,0
I0780,tabaquillo,24,9,3,0,0
I0781,jobo,20.5,8,2,0,776.64
I0782,jobo,50.6,12,6,1,14194.96
I0783,indio pelado,20.5,8,2,0,0
I0784,pochote,40.7,9,2,0,3767.71
I0785,guayaquil,120,18,6,3.3929,90889.54
I0786,roble sabana,15.5,8,1.5,0,450.82
I0787,guaba,19.5,6,,0,0
I0788,guaba,21.5,6,,0,0
I0789,guaba,15.5,6,,0,0
I0790,ron ron,16,10,2,0,1732.27
I0791,guácimo,30,9,2,0,1407.35
I0792,guácimo,39,9,2,0,2378.43
I0793,guácimo,41,9,2,0,2628.63
I0794,jobo,47,10,6,1,12246.97
I0795,guácimo,21.5,8,1.5,0,542.12
I0796,chaperno,24.6,8,2,0,1376.44
I0797,tabaquillo,16,7,,0,0
I0798,jobo,54.2,12,5,1,13572.20
I0799,madroño,47.5,9,3,0,0
I0800,mora,57.5,10,2,0,8460.12
I0801,jocote,28,9,2,0,0
I0802,guácimo,71.8,8,2,0,8061.39
I0803,jobo,18,9,3,0,898.15
I0804,tabaquillo,17,10,3,0,0
I0805,guácimo,48,9,2,0,3602.83
I0806,guácimo,36.5,8,2,0,2083.28
I0807,guácimo,39,8,,0,0
I0808,jobo,16,8,,0,0
I0809,jobo,17,9,,0,0
I0810,guanacaste,18,10,,0,0
I0811,laurel,20.2,10,2,0,1310.93
I0812,guácimo,40,10,2,0,2501.96
I0813,guácimo,47,10,2,0,3454.27
I0814,guácimo,50.8,10,2,0,4035.42
I0815,guaitil,16.5,6,2,0,0
I0816,papaturro,17,7,,0,0
I0817,papaturro,15.2,7,,0,0
I0818,indio pelado,15.5,9,2,0,0
I0819,laurel,16.9,12,3,0,1376.39
I0820,guácimo,17.2,10,,0,0
I0821,guácimo,21,10,3,0,1034.41
I0822,poró poró,22.2,11,4,0,0
I0823,guácimo,18.5,8,2,0,535.19
I0824,guácimo,18,10,3,0,759.97
I0825,laurel,18.7,12,2,0,1123.47
I0826,laurel,17,8,2,0,928.48
I0827,poró poró,18,10,2,0,0
I0828,guarumo,30,10,2,0,0
I0829,guácimo,22,8,2,0,756.84
I0830,guácimo,15,5,,0,0
I0831,guácimo,27,9,,0,0
I0832,guácimo,22,8,,0,0
I0833,laurel,18.5,10,,0,0
I0834,guanacaste,170,20,3,3.4047,248965.36
I0835,guarumo,21.3,13,,0,0
I0836,guácimo,30,8,2,0,1407.35
I0837,laurel,23,9,4,0,3399.09
I0838,guácimo,19,10,2,0,564.51
I0839,guayaquil,17.2,7,2,0,622.43
I0840,guácimo,21,8,,0,0
I0841,poró poró,20.5,10,2,0,0
I0842,guayaquil,16.2,8,,0,0
I0843,guayaquil,16,8,,0,0
I0844,guanacaste,26.5,10,2.5,0,5041.40
I0845,laurel,17,8,2,0,928.48
I0846,guanacaste blanco,26.3,10,,0,0
I0847,guanacaste blanco,15.5,10,,0,0
I0848,laurel,16,10,2,0,822.46
I0849,guácimo,16.5,8,,0,0
I0850,pochote,62,10,2,0,8743.23
I0851,pochote,54,10,2,0,6632.48
I0852,guácimo,17.9,7,1.5,0,375.78
I0853,laurel,17.5,10,2,0,983.90
I0854,poró poró,28.5,10,6,0,0
I0855,poró poró,35,10,6,0,0
I0856,guácimo,27.3,6,2,0,1165.43
I0857,guácimo,47.5,8,1.5,0,2646.12
I0858,guácimo,50,9,3,0,5863.98
I0859,cenízaro,93,15,5,1.6982,112500.76
I0860,guácimo,66,9,2,0,6811.60
I0861,indio pelado,16.5,7,,0,0
I0862,poró poró,18,8,,0,0
I0863,laurel,16.5,8,,0,0
I0864,guácimo,16.2,5,,0,0
I0865,indio pelado,17,6,,0,0
I0866,indio pelado,17.2,6,,0,0
I0867,guanacaste blanco,17.5,12,,0,0
I0868,guanacaste blanco,19.2,12,,0,0
I0869,guácimo,16.5,8,,0,0
I0870,guácimo,16.8,8,,0,0
I0871,guácimo,62,8,1.5,0,4508.23
I0872,guácimo,15,5,,0,0
I0873,guácimo,20.2,6,,0,0
I0874,guácimo,26,8,2,0,1057.08
I0875,guácimo,21,8,2,0,689.60
I0876,poró poró,19,9,2,0,0
I0877,guácimo,17.8,8,,0,0
I0878,guácimo,17.6,8,,0,0
I0879,guanacaste blanco,29.9,12,3,0,7701.64
I0880,guácimo,15,5,,0,0
I0881,poró poró,20,10,2,0,0
I0882,guácimo,16.2,6,,0,0
I0883,guayaquil,16.5,10,,0,0
I0884,poró poró,24.5,12,3,0,0
I0885,poró poró,16.5,10,2,0,0
I0886,guanacaste blanco,15.5,12,,0,0
I0887,guácimo,19.5,7,,0,0
I0888,guácimo,20.8,7,,0,0
I0889,guácimo,15.7,7,,0,0
I0890,guácimo,19,7,,0,0
I0891,guácimo,45.5,4,,0,0
I0892,guanacaste blanco,19,10,,0,0
I0893,cenízaro,18,10,,0,0
I0894,guácimo,20.5,9,2,0,657.16
I0895,guácimo,32.5,9,1.5,0,1238.77
I0896,guanacaste blanco,16,12,,0,0
I0897,guanacaste blanco,17,12,,0,0
I0898,guácimo,16,8,,0,0
I0899,guanacaste blanco,15.5,10,,0,0
I0900,indio pelado,26,9,2,0,0
I0901,guanacaste blanco,19,10,,0,0
I0902,cenízaro,24,10,2,0,2996.90
I0903,cenízaro,20.3,10,2,0,2144.08
I0904,laurel,16.4,12,2,0,864.10
I0905,cenízaro,24.8,10,,0,0
I0906,laurel,16.5,12,3,0,1312.01
I0907,laurel,17,12,2,0,928.48
I0908,guanacaste blanco,15.9,12,2,0,1451.92
I0909,laurel,19.3,12,,0,0
I0910,laurel muñeco,16.5,10,,0,0
I0911,laurel,16.6,10,,0,0
I0912,jobo,26.7,12,,0,0
I0913,jobo,21.6,3,6,0,2586.67
I0914,poró poró,24,12,3,0,0
I0915,guanacaste,21,12,1.5,0,1899.55
I0916,laurel,28,13,5,0,6296.99
I0917,guácimo,16.3,7,,0,0
I0918,guácimo,16.2,7,,0,0
I0919,laurel,19.5,8,,0,0
I0920,guanacaste blanco,16.3,13,,0,0
I0921,laurel,19.2,12,4,0,2368.70
I0922,laurel,25,10,2,0,2007.97
I0923,jobo,30.6,12,4,0,3460.86
I0924,jobo,20,12,,0,0
I0925,tabaquillo,19,8,1.5,0,0
I0926,laurel,18,12,2,0,1040.93
I0927,laurel,16.5,12,,0,0
I0928,guácimo,60,10,3,0,8444.13
I0929,guácimo,67,10,3,1,10529.36
I0930,guácimo,42.5,6,2,0,2824.48
I0931,cedro manteco,24,10,,0,0
I0932,guaitil,17.5,9,2,0,0
I0933,guanacaste blanco,17.5,12,,0,0
I0934,laurel,20.1,10,2,0,1297.98
I0935,guanacaste blanco,15.3,10,,0,0
I0936,guácimo,16.2,7,2,0,410.38
I0937,guanacaste blanco,20.8,12,3,0,3727.07
I0938,capulín,20,11,4,0,1250.98
I0939,capulín,20.2,10,4,0,1276.13
I0940,capulín,17.2,10,,0,0
I0941,laurel muñeco,16.4,8,,0,0
I0942,roble sabana,24.5,9,4,0,3003.61
I0943,ceiba,51.2,16,9,1,25154.30
I0944,guácimo,17.9,7,,0,0
I0945,guácimo,69,8,2,0,7444.91
I0946,guanacaste blanco,41.8,12,,0,0
I0947,guácimo,67,10,2,0,7019.57
I0948,jobo,44.5,12,7,1,12808.55
I0949,jobo,49,11,5,0,11092.87
I0950,mora,38.5,12,7,0,13274.88
I0951,guácimo,57.5,9,3,0,7755.11
I0952,guácimo,53,8,2,0,4392.51
I0953,cenízaro,130,16,7,4.6456,307754.41
I0954,guácimo,92,9,2,1,13235.39
I0955,guácimo,78,8,2,0,9513.72
I0956,laurel,23,9,4,0,3399.09
I0957,laurel,19.2,8,3,0,1776.52
I0958,guayaquil,19.5,6,2.5,0,1000.02
I0959,guayaquil,15.3,5,,0,0
I0960,guácimo,21,7,,0,0
I0961,cenízaro,41.3,14,4,0,17749.24
I0962,cenízaro,62.2,10,3,0,30194.06
I0963,higuerón,46,7,2,0,0
I0964,higuerón,43.7,7,0,0,0
I0965,higuerón,34,7,0,0,0
I0966,guanacaste blanco,80,14,4,1.0053,73512.26
I0967,guácimo,50,8,3,0,5863.98
I0968,guácimo,48,9,2,0,3602.83
I0969,guácimo,46,9,3,0,4963.27
I0970,guácimo,34.8,6,2,0,1893.74
I0971,guácimo,53,7,3,0,6588.77
I0972,guácimo,41.5,7,2,0,2693.13
I0973,guácimo,44.5,7,3,0,4644.86
I0974,almendro de playa,23,8,4,0,0
I0975,guácimo,54,8,2.5,0,5699.79
I0976,guácimo,50.8,8,3,0,6053.13
I0977,almendro de playa,35,9,6,0,0
I0978,guácimo,45.5,9,2,0,3237.31
I0979,guácimo,64,9,1.5,0,4803.77
I0980,guácimo,32,9,3,0,2401.89
I0981,guácimo,16.5,9,,0,0
I0982,cenízaro,68,16,4,1,48116.87
I0983,jobo,16,3,,0,0
I0984,guácimo,69,10,3,1,11167.36
I0985,jobo,56.5,10,4,1,11798.82
I0986,guácimo,62,8,3,0,9016.45
I0987,carao espinoso,20,8,,0,0
I0988,guácimo,77,10,2,0,9271.34
I0989,guácimo,22,6,,0,0
I0990,guácimo,45,9,2,0,3166.55
I0991,guácimo,59,9,3,0,8165.00
I0992,guachipelín,41.5,6,3,0,7344.90
I0993,cedro amargo,30.5,10,3,0,9561.07
I0994,cedro amargo,17.5,10,,0,0
I0995,cedro amargo,18,10,,0,0
I0996,laurel,17.8,8,,0,0
I0997,laurel,19.5,10,,0,0
I0998,roble sabana,62,9,5,1,24043.88
I0999,guácimo,74,8,4,1,17125.95
I1000,guayaquil,39,8,3,0,4800.10
I1001,guácimo,38,8,2,0,2258.02
I1002,guácimo,51,8,2,0,4067.26
I1003,cenízaro,117,15,5,2.6878,178057.91
I1004,guácimo,43.3,7,2,0,2931.82
I1005,guácimo,39.2,7,3,0,3604.33
I1006,guácimo,32,8,4,0,3202.51
I1007,guanacaste blanco,30,12,2,0,5168.83
I1008,guácimo,55,9,3,0,7095.41
I1009,indio pelado,25.2,7,,0,0
I1010,indio pelado,44,7,2,0,0
I1011,jocote,37.5,7,,0,0
I1012,guácimo,30,8,3,0,2111.03
I1013,guácimo,34,10,4,0,3615.34
I1014,guácimo,34.1,10,2,0,1818.32
I1015,carao espinoso,29.5,10,2,0,0
I1016,guaba,15.5,7,,0,0
I1017,guácimo,20,6,,0,0
I1018,guácimo,30.5,7,3,0,2181.99
I1019,guácimo,42,8,3,0,4137.62
I1020,jobo,32.5,10,4,0,3903.99
I1021,indio pelado,31.5,10,2,0,0
I1022,guaitil,28,8,3,0,0
I1023,cenízaro,45,10,4,0,21071.94
I1024,guachipelín,39,9,3,0,6486.63
I1025,guácimo,33.1,9,4,0,3426.47
I1026,guácimo,35.5,7,2,0,1970.69
I1027,guácimo,42.5,7,2,0,2824.48
I1028,cenízaro,48.4,9,5,0,30470.55
I1029,guácimo,43.5,9,2,0,2958.96
I1030,roble sabana,16.8,6,2,0,706.15
I1031,cenízaro,55.7,10,4,0,32284.19
I1032,roble sabana,40,6,4,0,8006.29
I1033,roble sabana,44.8,9,5,0,12553.86
I1034,roble sabana,25,5,3,0,2345.59
I1035,roble sabana,35.2,7,3,0,4650.05
I1036,cocobolo,36,6,2.5,0,10962.02
I1037,cedro amargo,52.7,8,4,0,38059.82
I1038,guácimo,64,8,3,0,9607.54
I1039,pavillo,16,10,2,0,582.28
I1040,pavillo,15,9,2,0,511.77
I1041,pavillo,19.7,8,2,0,882.72
I1042,pavillo,18,10,2,0,736.94
I1043,pavillo,17,10,1.5,0,493.00
I1044,pavillo,15.2,10,2,0,525.50
I1045,guanacaste,65.9,10,2,0,24941.39
I1046,guanacaste blanco,56.6,12,3,0,27597.77
I1047,jocote,21,6,2,0,0
I1048,jocote,18,6,,0,0
I1049,guanacaste blanco,30,10,2,0,5168.83
I1050,guácimo,22,6,,0,0
I1051,guanacaste blanco,17.8,8,,0,0
I1052,guanacaste blanco,27.2,10,4,0,8498.02
I1053,guácimo,23.2,8,1.5,0,631.25
I1054,guácimo,19.3,8,,0,0
I1055,guácimo,19.3,6,1.5,0,436.85
I1056,guanacaste blanco,58.3,12,2,0,19520.32
I1057,guácimo,19,6,2,0,564.51
I1058,guácimo,28.7,7,1.5,0,966.02
I1059,indio pelado,18.3,9,5,0,0
I1060,guácimo,19.5,7,2,0,594.61
I1061,guácimo,16.5,6,,0,0
I1062,guácimo,66.5,7,3,1,10372.79
I1063,guácimo,122.5,9,6,3.5358,70397.07
I1064,guácimo,39,14,4,0,4756.86
I1065,guácimo,25.3,8,,0,0
I1066,laurel muñeco,16.3,6,,0,0
I1067,guácimo,27.6,7,4,0,2382.37
I1068,cedro manteco,15.5,7,,0,0
I1069,indio pelado,19.8,6,1.5,0,0
I1070,guácimo,16.2,5,,0,0
I1071,guaitil,15.5,8,,0,0
I1072,guácimo,18.4,6,1.5,0,397.06
I1073,guácimo,16,7,,0,0
I1074,guácimo,15.1,7,,0,0
I1075,guácimo,20.5,6,3,0,985.73
I1076,guácimo,62.2,7,2,0,6049.81
I1077,guanacaste blanco,29,10,4,0,9659.97
I1078,guanacaste blanco,25.8,10,2,0,3822.87
I1079,guanacaste blanco,16.5,10,,0,0
I1080,guanacaste blanco,15.4,6,,0,0
I1081,laurel,20,9,,0,0
I1082,guanacaste blanco,21.2,10,,0,0
I1083,guanacaste blanco,41.8,11,6,0,30103.96
I1084,guanacaste blanco,34.9,13,1.5,0,5246.41
I1085,guanacaste blanco,32.5,13,2,0,6066.20
I1086,cenízaro,43,10,4,0,19240.50
I1087,laurel,24.4,11,4,0,3825.49
I1088,poró poró,32.7,10,4,0,0
I1089,guanacaste blanco,20,10,3,0,3445.89
I1090,guachipelín,40.4,7,3,0,6960.69
I1091,guácimo,32,8,3,0,2401.89
I1092,guácimo,24,8,2.5,0,1125.88
I1093,guaitil,36.8,10,3,0,0
I1094,guácimo,35.4,7,3,0,2939.40
I1095,guarumo,26.1,12,,0,0
I1096,guarumo,19,12,,0,0
I1097,jobo,18.8,8,2,0,653.17
I1098,guácimo,68.5,7,1.5,0,5503.05
I1099,laurel,19.3,9,2,0,1196.72
I1100,guácimo,31.7,8,1.5,0,1178.53
I1101,jocote,19.4,7,,0,0
I1102,laurel,25.3,12,3,0,3084.67
I1103,guácimo,61.5,8,3,0,8871.61
I1104,guácimo,54.5,7,1.5,0,3483.50
I1105,guácimo,26,7,1.5,0,792.81
I1106,cenízaro,38,15,4,0,15026.12
I1107,indio pelado,16.8,5,,0,0
I1108,guácimo,63,8,2,0,6206.44
I1109,guácimo,53,8,3,0,6588.77
I1110,laurel,30.6,12,6,0,9024.87
I1111,laurel,24.7,10,4,0,3920.13
I1112,corteza amarilla,16.6,7,,0,0
I1113,guácimo,28.2,8,3,0,1865.31
I1114,poró poró,15.4,6,2,0,0
I1115,pavillo,15.2,6,,0,0
I1116,jocote,18.2,7,,0,0
I1117,guaitil,19.8,8,4,0,0
I1118,guanacaste,129,20,4,2.614,191143.37
I1119,pavillo,15.5,8,,0,0
I1120,guácimo,15.5,7,,0,0
I1121,guácimo,22.2,8,2,0,770.67
I1122,jobo,19,7,,0,0
I1123,jobo,22.2,8,2,0,910.79
I1124,guácimo,23.2,8,2,0,841.66
I1125,guácimo,22.5,8,2,0,791.64
I1126,pavillo,23.9,11,4,0,2598.45
I1127,guácimo,43.5,9,2,0,2958.96
I1128,guácimo,51.2,9,2,0,4099.22
I1129,guácimo,20.5,9,2,0,657.16
I1130,guácimo,42.7,9,3,0,4276.69
I1131,guácimo,34.4,9,3,0,2775.68
I1132,guácimo,47,10,3,0,5181.41
I1133,guácimo,38,8,5,0,5645.06
I1134,pavillo,16.7,10,2,0,634.34
I1135,guácimo,38.7,8,1.5,0,1756.48
I1136,teca,19.5,14,2,0,2540.60
I1137,teca,22.5,14,4,0,6764.90
I1138,teca,23.8,14,3,0,5676.90
I1139,guácimo,36.2,8,2,0,2049.17
I1140,guácimo,31.9,6,2,0,1591.26
I1141,ceibo barrigón,150.6,20,10,8.9066,241813.01
I1142,roble sabana,68,20,9,1.6343,52060.88
I1143,guácimo,49,9,3,0,5631.77
I1144,fruta de pava,29.5,10,5,0,0
I1145,cenízaro,106,14,6,2.6474,175380.99
I1146,tabaquillo,16.4,2,2,0,0
I1147,tabaquillo,17.2,1.5,1.5,0,0
I1148,guácimo,70,10,1.5,0,5746.70
I1149,guácimo,39.5,6,2,0,2439.81
I1150,guácimo,54.8,10,5,1,11739.84
I1151,guácimo,15.7,5,,0,0
I1152,guácimo,35.8,9,5,0,5010.34
I1153,guácimo,25.5,8,3,0,1525.22
I1154,guácimo,68,9,1.5,0,5423.01
I1155,guácimo,37,7,2,0,2140.74
I1156,guácimo,64.5,8,1.5,0,4879.12
I1157,guácimo,72.5,15,5,1.0321,20548.36
I1158,guácimo,50,8,3,0,5863.98
I1159,guácimo,60,7,4,1,11258.84
I1160,guayaquil,91.4,15,6,1.9684,52728.31
I1161,carao,74.5,20,1.5,0,0
I1162,guácimo,16.4,4,,0,0
I1163,cortez negro,38.5,16,8,0,33713.97
I1164,cenízaro,120.5,18,2.5,1.4255,94435.14
I1165,cenízaro,140.5,20,3,2.3256,154061.26
I1166,cenízaro,141.5,22,3,2.3588,156262.11
I1167,indio pelado,15.2,5,,0,0
I1168,almendro de playa,33.9,7,4,0,0
I1169,almendro de playa,23,6,2,0,0
I1170,almendro de playa,28.5,7,4,0,0
I1171,guácimo,98,10,3,1.1314,22527.06
I1172,cenízaro,138.5,16,7,5.273,349314.92
I1173,guácimo,65,10,3,0,9910.12
I1174,laurel,36.7,10,5,0,10818.05
I1175,laurel,22.8,12,3,0,2505.17
I1176,cenízaro,114.5,20,4,2.0594,136423.92
I1177,guácimo,46.7,8,2,0,3410.32
I1178,guanacaste,237,17,8,18,1290346.97
I1179,cenízaro,94,22,5,1.7349,114933.14
I1180,guácimo,34.8,7,2,0,1893.74
I1181,guanacaste,142.7,16,6,4.798,350848.01
I1182,laurel muñeco,34.8,13,7,0,13617.69
I1183,roble sabana,58,16,10,1.321,42083.04
I1184,indio pelado,34,7,,0,0
I1185,guácimo,63.5,9,5,1,15763.35
I1186,gavilancillo,44.8,13,7,1,14779.31
I1187,chilamate,99,18,4,1.5395,41798.44
I1188,guácimo,51.7,9,4,0,8359.34
I1189,cenízaro,126.8,20,7,4.4197,292789.90
I1190,laurel,43,12,7,1,20791.31
I1191,guachipelín,61.5,20,8,1.1882,43013.89
I1192,guácimo,74.8,9,3,1,13123.68
I1193,guácimo,81.6,15,4,1.0459,20824.35
I1194,guácimo,61,10,2,0,5818.63
I1195,guácimo,53.5,9,4,0,8951.56
I1196,guácimo,26.3,9,2,0,1081.61
I1197,guácimo,50,7,3,0,5863.98
I1198,guanacaste,160.3,16,6,6.0545,442729.15
I1199,guácimo,61,10,3,0,8727.95
I1200,guácimo,57.2,10,4,1,10232.53
I1201,tabaquillo,17.8,9,2,0,0
I1202,guácimo,56,8,3,0,7355.78
I1203,guácimo,31.7,7,3,0,2357.06
I1204,guácimo,49,7,3,0,5631.77
I1205,corteza amarilla,17,6,,0,0
I1206,cenízaro,86.4,16,5,1.4657,97099.51
I1207,guácimo,48.5,7,3,0,5517.42
I1208,sietecueros-pavillo,25.9,10,4,0,3051.53
I1209,guayaquil,55,22,12,1.4255,38186.23
I1210,guácimo,38.5,10,3,0,3476.75
I1211,guácimo,36.2,2,,0,0
I1212,guayaquil,43,20,8,1,15560.63
I1213,guácimo,65,12,6,1,19820.25
I1214,guácimo,58.8,10,4,1,10812.99
I1215,jobo,23.6,12,5,0,2573.21
I1216,guácimo,58.8,12,2,0,5406.49
I1217,cedro amargo,31.2,12,5,0,16674.96
I1218,cenízaro,112.5,20,5,2.485,164624.55
I1219,guácimo,42.1,9,2,0,2771.57
I1220,guácimo,32.5,10,2,0,1651.69
I1221,guácimo,28,8,2,0,1225.96
I1222,guácimo,31.4,7,2,0,1541.77
I1223,guácimo,18,6,,0,0
I1224,guácimo,44,9,4,0,6054.75
I1225,guácimo,25.2,8,2,0,993.03
I1226,guácimo,41.6,9,2,0,2706.12
I1227,guácimo,45,10,3,0,4749.82
I1228,guácimo,29.3,10,2,0,1342.44
I1229,guácimo,30.7,10,3,0,2210.70
I1230,guácimo,39.2,9,4,0,4805.77
I1231,guácimo,23.3,9,2,0,848.93
I1232,guácimo,20.3,9,,0,0
I1233,guácimo,30.6,9,3,0,2196.32
